game_id,date,team_1,team_2,game_number,team_winner,patch_version,team_1_ban_1,team_1_ban_2,team_1_ban_3,team_1_ban_4,team_1_ban_5,team_2_ban_1,team_2_ban_2,team_2_ban_3,team_2_ban_4,team_2_ban_5,team_1_pick_1,team_1_pick_2,team_1_pick_3,team_1_pick_4,team_1_pick_5,team_2_pick_1,team_2_pick_2,team_2_pick_3,team_2_pick_4,team_2_pick_5,season
321,3-May-2025,evos,ae,1,ae,1.9.68,phoveus,hayabusa,luo yi,fredrinn,hanzo,fanny,chip,suyou,chou,hylos,joy,granger,zhuxin,gatotkaca,badang,harith,selena,kalea,ling,lukas,15
322,3-May-2025,ae,evos,2,ae,1.9.68,fanny,granger,chip,edith,mathilda,joy,hayabusa,harith,valentina,wanwan,suyou,yve,gatotkaca,karrie,cici,zhuxin,kalea,lukas,moskov,jawhead,15
323,3-May-2025,onic,tlid,1,onic,1.9.68,zhuxin,hilda,kalea,phoveus,gloo,luo yi,granger,fanny,gatotkaca,hylos,joy,badang,valentina,chou,claude,harith,chip,hayabusa,pharsa,edith,15
324,3-May-2025,tlid,onic,2,onic,1.9.68,luo yi,granger,cici,valentina,claude,fanny,zhuxin,joy,phoveus,gloo,harith,chip,suyou,edith,novaria,hilda,kalea,hayabusa,pharsa,beatrix,15
325,3-May-2025,btr,rrq,1,btr,1.9.68,hayabusa,chip,luo yi,fredrinn,franco,zhuxin,kalea,granger,pharsa,masha,joy,kimmy,gatotkaca,wanwan,gloo,phoveus,harith,novaria,tigreal,ling,15
326,3-May-2025,rrq,btr,2,rrq,1.9.68,masha,zhuxin,gatotkaca,badang,chou,chip,luo yi,kalea,moskov,phoveus,joy,pharsa,hylos,franco,granger,harith,valentina,hayabusa,hilda,jawhead,15
327,3-May-2025,rrq,btr,3,rrq,1.9.68,masha,gatotkaca,zhuxin,kimmy,khaleed,chip,hayabusa,luo yi,franco,irithel,kalea,lukas,valentina,mathilda,granger,hilda,joy,wanwan,badang,pharsa,15
328,4-May-2025,navi,tlid,1,tlid,1.9.68,fanny,zhuxin,kalea,fredrinn,alpha,hilda,luo yi,granger,moskov,irithel,chip,hylos,joy,claude,pharsa,harith,phoveus,mathilda,valentina,suyou,15
329,4-May-2025,navi,tlid,2,tlid,1.9.68,fanny,zhuxin,mathilda,gatotkaca,valentina,hilda,luo yi,chip,hylos,badang,kalea,granger,joy,gloo,vexana,phoveus,harith,hayabusa,pharsa,chou,15
330,4-May-2025,rrq,onic,1,rrq,1.9.68,fanny,luo yi,valentina,suyou,ling,zhuxin,lukas,franco,hylos,phoveus,chip,hayabusa,granger,selena,esmeralda,harith,kalea,hilda,pharsa,lancelot,15
331,4-May-2025,rrq,onic,2,onic,1.9.68,fanny,valentina,luo yi,novaria,chou,zhuxin,chip,kalea,hilda,selena,joy,granger,gatotkaca,khaleed,kadita,badang,harith,hayabusa,pharsa,hylos,15
332,4-May-2025,rrq,onic,3,onic,1.9.68,fanny,luo yi,valentina,hayabusa,cici,zhuxin,chip,kalea,yve,pharsa,harith,lukas,mathilda,badang,cecilion,gatotkaca,granger,x.borg,faramis,benedetta,15
333,4-May-2025,geek,evos,1,evos,1.9.68,lukas,joy,granger,badang,jawhead,harith,chip,kalea,cecilion,yve,fanny,phoveus,chou,valentina,karrie,zhuxin,moskov,suyou,hylos,franco,15
334,4-May-2025,geek,evos,2,geek,1.9.68,lukas,granger,fanny,gatotkaca,mathilda,harith,chip,kalea,gloo,hylos,joy,yve,chou,claude,edith,phoveus,zhuxin,hayabusa,moskov,ruby,15
335,4-May-2025,geek,evos,3,geek,1.9.68,lukas,fanny,hayabusa,hylos,phoveus,harith,chip,joy,novaria,floryn,kalea,fredrinn,granger,edith,cecilion,zhuxin,suyou,moskov,mathilda,gatotkaca,15
336,9-May-2025,geek,dewa,1,geek,1.9.68,granger,mathilda,harith,beatrix,joy,chip,kalea,suyou,badang,tigreal,fanny,zhuxin,phoveus,claude,helcurt,kimmy,chou,lukas,moskov,hilda,15
337,9-May-2025,geek,dewa,2,geek,1.9.68,granger,mathilda,harith,joy,hayabusa,chip,kalea,phoveus,hilda,gloo,fanny,moskov,zhuxin,gatotkaca,edith,chou,kimmy,badang,ling,ruby,15
338,9-May-2025,tlid,btr,1,btr,1.9.68,luo yi,joy,chip,masha,lukas,fanny,zhuxin,hayabusa,ruby,harith,kimmy,mathilda,phoveus,moskov,suyou,valentina,kalea,granger,gloo,fredrinn,15
339,9-May-2025,tlid,btr,2,tlid,1.9.68,luo yi,joy,kalea,fredrinn,lukas,fanny,zhuxin,chip,chou,ruby,kimmy,phoveus,hayabusa,harith,mathilda,gatotkaca,granger,masha,valentina,ling,15
340,9-May-2025,tlid,btr,3,tlid,1.9.68,luo yi,joy,kalea,lukas,fredrinn,fanny,hayabusa,zhuxin,ling,novaria,chip,harith,phoveus,suyou,pharsa,kimmy,valentina,carmilla,x.borg,masha,15
341,10-May-2025,ae,dewa,1,ae,1.9.68,fanny,mathilda,suyou,granger,pharsa,joy,hayabusa,luo yi,hanzo,ling,harith,gatotkaca,kimmy,leomord,valentina,phoveus,chip,lukas,irithel,lunox,15
342,10-May-2025,ae,dewa,2,ae,1.9.68,fanny,mathilda,suyou,granger,beatrix,joy,hayabusa,luo yi,yve,novaria,harith,phoveus,ling,pharsa,gatotkaca,kimmy,kalea,fredrinn,cici,moskov,15
343,10-May-2025,rrq,evos,1,rrq,1.9.68,granger,fanny,mathilda,gloo,gatotkaca,chip,joy,harith,zhuxin,phoveus,kimmy,hayabusa,hylos,luo yi,badang,kalea,valentina,suyou,moskov,edith,15
344,10-May-2025,rrq,evos,2,rrq,1.9.68,granger,fanny,hayabusa,beatrix,irithel,chip,kimmy,harith,gloo,cici,joy,zhuxin,hylos,wanwan,franco,kalea,suyou,yve,bruno,edith,15
345,10-May-2025,navi,onic,1,onic,1.9.68,fanny,hayabusa,luo yi,faramis,cici,zhuxin,joy,chip,harith,moskov,kalea,valentina,lukas,edith,irithel,kimmy,gatotkaca,x.borg,granger,benedetta,15
346,10-May-2025,onic,navi,2,onic,1.9.68,lukas,zhuxin,hilda,granger,wanwan,fanny,kimmy,luo yi,gloo,gatotkaca,kalea,harith,hayabusa,valentina,hylos,phoveus,chip,suyou,moskov,valir,15
347,11-May-2025,rrq,geek,1,geek,1.9.68,fanny,harith,zhuxin,fredrinn,x.borg,joy,kimmy,luo yi,pharsa,yve,chip,suyou,gloo,valentina,granger,kalea,phoveus,faramis,claude,ling,15
348,11-May-2025,geek,rrq,2,rrq,1.9.68,lukas,phoveus,hayabusa,franco,badang,kalea,chip,joy,gatotkaca,hilda,zhuxin,fanny,harith,chou,edith,suyou,hylos,moskov,pharsa,tigreal,15
349,11-May-2025,geek,rrq,3,rrq,1.9.68,lukas,hayabusa,phoveus,luo yi,franco,kalea,fanny,joy,helcurt,gloo,harith,ling,zhuxin,edith,chip,hylos,suyou,kimmy,badang,zhask,15
350,11-May-2025,btr,navi,1,btr,1.9.68,hayabusa,luo yi,fanny,cici,phoveus,chip,harith,granger,masha,wanwan,kalea,pharsa,fredrinn,beatrix,arlott,joy,kimmy,gatotkaca,terizla,moskov,15
351,11-May-2025,navi,btr,2,btr,1.9.68,fredrinn,harith,mathilda,phoveus,akai,kalea,hayabusa,chip,pharsa,luo yi,granger,fanny,hilda,jawhead,kimmy,chou,joy,moskov,badang,zhuxin,15
352,11-May-2025,evos,tlid,1,tlid,1.9.68,mathilda,harith,moskov,beatrix,badang,luo yi,granger,chip,lolita,edith,fanny,gatotkaca,bruno,yve,gloo,kimmy,kalea,suyou,phoveus,pharsa,15
353,11-May-2025,tlid,evos,2,evos,1.9.68,luo yi,granger,kalea,zhask,edith,chip,fanny,kimmy,tigreal,chou,harith,phoveus,zhuxin,hayabusa,gatotkaca,jawhead,suyou,beatrix,gloo,yve,15
354,11-May-2025,tlid,evos,3,tlid,1.9.68,luo yi,jawhead,harith,valentina,gatotkaca,chip,fanny,kimmy,pharsa,beatrix,kalea,phoveus,hayabusa,yve,karrie,granger,joy,gloo,faramis,hylos,15
355,16-May-2025,ae,tlid,1,ae,1.9.68,fanny,suyou,harith,moskov,chou,luo yi,chip,kalea,selena,novaria,phoveus,ling,gatotkaca,clint,yve,hayabusa,kimmy,hilda,zhuxin,khaleed,15
356,16-May-2025,ae,tlid,2,ae,1.9.68,fanny,suyou,harith,badang,pharsa,luo yi,chip,phoveus,valentina,selena,kimmy,gatotkaca,ling,franco,granger,hayabusa,kalea,moskov,novaria,baxia,15
357,16-May-2025,dewa,btr,1,btr,1.9.68,masha,harith,chou,yve,badang,fanny,kalea,kimmy,cici,phoveus,zhuxin,joy,granger,terizla,gatotkaca,fredrinn,chip,moskov,luo yi,lancelot,15
358,16-May-2025,btr,dewa,2,btr,1.9.68,hayabusa,fanny,luo yi,cici,tigreal,joy,masha,kimmy,yve,pharsa,kalea,chip,beatrix,cecilion,baxia,harith,zhuxin,suyou,gatotkaca,edith,15
359,17-May-2025,tlid,geek,1,geek,1.9.68,luo yi,phoveus,harith,yve,valentina,fanny,kimmy,kalea,joy,hayabusa,chip,zhuxin,moskov,gatotkaca,lukas,badang,granger,suyou,zhask,gloo,15
360,17-May-2025,tlid,geek,2,tlid,1.9.68,luo yi,phoveus,harith,yve,gloo,fanny,kalea,kimmy,moskov,edith,chip,suyou,zhuxin,gatotkaca,bruno,granger,badang,joy,zhask,hylos,15
361,17-May-2025,tlid,geek,3,geek,1.9.68,luo yi,phoveus,harith,yve,gloo,fanny,kalea,kimmy,moskov,edith,chip,zhuxin,suyou,bruno,gatotkaca,granger,badang,joy,valentina,terizla,15
362,17-May-2025,ae,rrq,1,rrq,1.9.68,suyou,lukas,hylos,badang,tigreal,kimmy,harith,kalea,granger,yve,phoveus,ling,gatotkaca,karrie,selena,zhuxin,hayabusa,hilda,beatrix,franco,15
363,17-May-2025,ae,rrq,2,ae,1.9.68,suyou,lukas,tigreal,franco,badang,kimmy,harith,kalea,phoveus,granger,hayabusa,yve,gatotkaca,karrie,chou,zhuxin,hylos,joy,moskov,chip,15
364,17-May-2025,ae,rrq,3,rrq,1.9.68,suyou,lukas,phoveus,franco,cici,kimmy,harith,kalea,chou,granger,hayabusa,hylos,yve,tigreal,claude,joy,gatotkaca,pharsa,badang,wanwan,15
365,17-May-2025,onic,btr,1,btr,1.9.68,masha,zhuxin,chip,beatrix,moskov,fanny,luo yi,joy,x.borg,hayabusa,kimmy,gatotkaca,selena,jawhead,ling,pharsa,kalea,baxia,granger,badang,15
366,17-May-2025,btr,onic,2,onic,1.9.68,luo yi,fanny,joy,valentina,cecilion,chip,zhuxin,kimmy,masha,ling,kalea,baxia,pharsa,granger,badang,gatotkaca,harith,hanzo,faramis,gloo,15
367,17-May-2025,btr,onic,3,btr,1.9.68,luo yi,fanny,joy,gloo,pharsa,chip,kalea,masha,ling,moskov,kimmy,fredrinn,badang,ruby,granger,harith,baxia,hanzo,valir,phoveus,15
368,18-May-2025,dewa,rrq,1,dewa,1.9.68,phoveus,zhuxin,moskov,harith,franco,kalea,kimmy,fanny,joy,novaria,chip,fredrinn,granger,esmeralda,yve,valentina,gatotkaca,suyou,badang,wanwan,15
369,18-May-2025,dewa,rrq,2,dewa,1.9.68,phoveus,zhuxin,moskov,hanzo,hayabusa,kalea,granger,fanny,tigreal,mathilda,kimmy,harith,fredrinn,cici,badang,pharsa,chip,beatrix,cici,terizla,15
370,18-May-2025,evos,onic,1,onic,1.9.68,hayabusa,kalea,luo yi,yve,novaria,kimmy,joy,chip,phoveus,gloo,harith,gatotkaca,suyou,cecilion,chou,fanny,badang,granger,pharsa,hylos,15
371,18-May-2025,onic,evos,2,onic,1.9.68,lukas,baxia,hayabusa,gatotkaca,phoveus,chip,kimmy,fanny,badang,gloo,joy,hylos,granger,luo yi,jawhead,harith,kalea,ling,pharsa,tigreal,15
372,18-May-2025,geek,navi,1,geek,1.9.68,hayabusa,granger,phoveus,lukas,ling,fanny,kalea,chip,helcurt,zhask,kimmy,suyou,hylos,wanwan,badang,gatotkaca,harith,zhuxin,hanzo,khaleed,15
373,18-May-2025,geek,navi,2,geek,1.9.68,hayabusa,granger,phoveus,zhuxin,gloo,fanny,suyou,kimmy,mathilda,irithel,kalea,valentina,lukas,harith,akai,gatotkaca,joy,wanwan,badang,vexana,15
374,23-May-2025,btr,geek,1,btr,1.9.68,fanny,luo yi,joy,cici,faramis,kalea,masha,fredrinn,pharsa,kimmy,baxia,irithel,phoveus,valentina,angela,badang,harith,suyou,zhuxin,gloo,15
375,23-May-2025,geek,btr,2,geek,1.9.68,fredrinn,baxia,masha,hanzo,wanwan,fanny,joy,kalea,chou,zhuxin,phoveus,suyou,granger,gatotkaca,valentina,badang,luo yi,hylos,clint,lukas,15
376,23-May-2025,btr,geek,3,geek,1.9.68,fanny,luo yi,phoveus,faramis,gatotkaca,masha,fredrinn,baxia,granger,pharsa,kalea,hayabusa,kimmy,beatrix,tigreal,badang,joy,wanwan,gloo,zhuxin,15
377,23-May-2025,dewa,onic,1,dewa,1.9.68,badang,hayabusa,fanny,moskov,jawhead,chip,kalea,zhuxin,edith,hylos,kimmy,granger,fredrinn,chou,gloo,pharsa,phoveus,joy,beatrix,gatotkaca,15
378,23-May-2025,dewa,onic,2,onic,1.9.68,badang,hayabusa,fanny,hanzo,ling,chip,kalea,joy,wanwan,claude,kimmy,cici,fredrinn,mathilda,harith,baxia,granger,yve,paquito,franco,15
379,23-May-2025,dewa,onic,3,onic,1.9.68,badang,hayabusa,fanny,luo yi,pharsa,chip,kalea,joy,fredrinn,suyou,granger,chou,yve,lancelot,gloo,kimmy,baxia,ling,claude,khaleed,15
380,24-May-2025,evos,navi,1,evos,1.9.68,phoveus,luo yi,hayabusa,beatrix,lukas,fanny,granger,joy,ling,gloo,harith,chip,pharsa,cici,guinevere,kalea,baxia,valentina,irithel,benedetta,15
381,24-May-2025,evos,navi,2,navi,1.9.68,phoveus,luo yi,lukas,valentina,zhuxin,fanny,joy,mathilda,ling,suyou,chip,harith,pharsa,guinevere,x.borg,kalea,granger,hayabusa,gloo,kimmy,15
382,24-May-2025,navi,evos,3,evos,1.9.68,lukas,mathilda,fanny,phoveus,x.borg,joy,chip,kimmy,hylos,gloo,kalea,granger,luo yi,cici,fredrinn,harith,baxia,pharsa,gatotkaca,suyou,15
383,24-May-2025,tlid,rrq,1,tlid,1.9.68,lukas,hayabusa,phoveus,hylos,esmeralda,kalea,fanny,joy,harith,yve,chip,ling,hilda,granger,kimmy,zhuxin,suyou,franco,karrie,gloo,15
384,24-May-2025,tlid,rrq,2,tlid,1.9.68,lukas,hayabusa,phoveus,hylos,esmeralda,fanny,joy,baxia,granger,harith,chip,ling,hilda,kimmy,zhuxin,kalea,suyou,beatrix,pharsa,gloo,15
385,24-May-2025,ae,onic,1,onic,1.9.68,fanny,suyou,badang,masha,benedetta,hayabusa,ling,hanzo,zhuxin,yve,joy,phoveus,granger,gatotkaca,kimmy,harith,fredrinn,chip,luo yi,paquito,15
386,24-May-2025,onic,ae,2,onic,1.9.68,ling,hanzo,joy,hilda,gatotkaca,fanny,granger,harith,baxia,hylos,hayabusa,luo yi,badang,gloo,claude,kimmy,kalea,suyou,phoveus,moskov,15
387,25-May-2025,dewa,evos,1,evos,1.9.68,lukas,harith,moskov,beatrix,ling,chip,joy,fanny,gloo,phoveus,granger,hayabusa,badang,khaleed,pharsa,baxia,kalea,kimmy,wanwan,angela,15
388,25-May-2025,evos,dewa,2,evos,1.9.68,luo yi,phoveus,hayabusa,cecilion,pharsa,chip,fanny,lukas,angela,gloo,joy,baxia,granger,kimmy,terizla,fredrinn,kalea,moskov,badang,zhuxin,15
389,25-May-2025,btr,ae,1,ae,1.9.68,hayabusa,kalea,harith,franco,tigreal,masha,fredrinn,zhuxin,wanwan,chip,joy,phoveus,selena,moskov,gatotkaca,luo yi,granger,baxia,badang,angela,15
390,25-May-2025,btr,ae,2,ae,1.9.68,hayabusa,ling,joy,cici,franco,fredrinn,masha,zhuxin,selena,valentina,baxia,kalea,harith,pharsa,benedetta,granger,luo yi,x.borg,khaleed,lukas,15
391,25-May-2025,rrq,navi,1,rrq,1.9.68,granger,chip,hilda,gatotkaca,beatrix,luo yi,harith,kalea,phoveus,franco,baxia,selena,joy,wanwan,badang,chou,valentina,hayabusa,gloo,irithel,15
392,25-May-2025,rrq,navi,2,rrq,1.9.68,hilda,granger,chip,phoveus,moskov,kalea,luo yi,badang,pharsa,valentina,harith,ling,chou,faramis,terizla,baxia,kimmy,fanny,ruby,bruno,15
393,11-Jun-2025,tlid,onic,1,onic,1.9.68,hayabusa,baxia,fredrinn,wanwan,granger,fanny,joy,ling,gloo,mathilda,kalea,harith,suyou,badang,pharsa,chip,luo yi,masha,irithel,kaja,15
394,11-Jun-2025,onic,tlid,2,onic,1.9.68,ling,joy,chip,alpha,suyou,luo yi,fanny,kalea,zhuxin,yve,badang,hayabusa,gloo,irithel,pharsa,phoveus,mathilda,faramis,granger,lukas,15
395,11-Jun-2025,tlid,onic,3,tlid,1.9.68,hayabusa,luo yi,chip,kimmy,pharsa,fanny,joy,ling,cici,phoveus,zhuxin,mathilda,alpha,gatotkaca,moskov,suyou,gloo,franco,faramis,granger,15
396,11-Jun-2025,tlid,onic,4,onic,1.9.68,chip,luo yi,hayabusa,lancelot,beatrix,fanny,joy,ling,moskov,harith,zhuxin,alpha,mathilda,gatotkaca,karrie,pharsa,kalea,gloo,julian,granger,15
397,11-Jun-2025,ae,btr,1,btr,1.9.70,fredrinn,masha,chip,gloo,wanwan,hayabusa,joy,phoveus,valentina,angela,baxia,badang,selena,harith,ling,luo yi,kalea,lukas,granger,chou,15
398,11-Jun-2025,btr,ae,2,btr,1.9.70,hayabusa,joy,luo yi,lukas,gloo,fredrinn,masha,chip,wanwan,beatrix,baxia,pharsa,kalea,irithel,phoveus,badang,granger,yve,lancelot,gatotkaca,15
399,11-Jun-2025,ae,btr,3,ae,1.9.70,fredrinn,masha,chip,hanzo,gloo,hayabusa,joy,luo yi,angela,irithel,baxia,pharsa,phoveus,franco,bruno,kalea,granger,kimmy,barats,badang,15
400,11-Jun-2025,ae,btr,4,ae,1.9.70,fredrinn,masha,chip,kalea,chou,hayabusa,joy,luo yi,badang,karrie,baxia,franco,kimmy,benedetta,irithel,pharsa,phoveus,wanwan,mathilda,lukas,15
401,11-Jun-2025,ae,btr,5,ae,1.9.70,fredrinn,masha,chip,gloo,hanzo,hayabusa,joy,franco,cici,phoveus,baxia,irithel,angela,badang,kimmy,kalea,luo yi,granger,barats,floryn,15
402,12-Jun-2025,geek,onic,1,onic,1.9.70,hayabusa,luo yi,pharsa,kalea,franco,fanny,zhuxin,faramis,irithel,granger,chip,fredrinn,valentina,harith,gloo,baxia,kimmy,wanwan,badang,cici,15
403,12-Jun-2025,geek,onic,2,onic,1.9.70,hayabusa,luo yi,pharsa,joy,kalea,fanny,zhuxin,faramis,moskov,harith,chip,fredrinn,valentina,x.borg,claude,kimmy,baxia,badang,irithel,cici,15
404,12-Jun-2025,geek,onic,3,geek,1.9.70,kimmy,pharsa,joy,valentina,yve,fanny,zhuxin,luo yi,granger,wanwan,kalea,faramis,suyou,hilda,harith,claude,chip,hayabusa,lylia,esmeralda,15
405,12-Jun-2025,geek,onic,4,onic,1.9.70,kimmy,pharsa,joy,baxia,fredrinn,fanny,zhuxin,luo yi,claude,wanwan,kalea,suyou,faramis,gloo,granger,badang,harith,yve,cici,ling,15
406,12-Jun-2025,rrq,ae,1,ae,1.9.70,kimmy,fredrinn,luo yi,harith,irithel,chip,zhuxin,baxia,valentina,franco,joy,granger,gatotkaca,faramis,phoveus,hayabusa,badang,pharsa,kalea,natan,15
407,12-Jun-2025,rrq,ae,2,rrq,1.9.70,kimmy,phoveus,luo yi,harith,karrie,chip,zhuxin,baxia,valentina,selena,kalea,granger,joy,yve,gloo,badang,hayabusa,pharsa,franco,moskov,15
408,12-Jun-2025,ae,rrq,3,rrq,1.9.70,chip,zhuxin,badang,fredrinn,gloo,baxia,joy,kalea,harith,irithel,hayabusa,phoveus,kimmy,khaleed,claude,granger,gatotkaca,pharsa,cici,lukas,15
409,12-Jun-2025,ae,rrq,4,rrq,1.9.70,chip,zhuxin,granger,cici,badang,baxia,joy,hayabusa,ling,hanzo,kalea,luo yi,phoveus,lancelot,wanwan,gatotkaca,harith,yve,hilda,lukas,15
410,13-Jun-2025,ae,geek,1,geek,1.9.70,fanny,suyou,zhuxin,pharsa,valentina,baxia,joy,hayabusa,ling,badang,luo yi,granger,gatotkaca,edith,hanzo,harith,kalea,fredrinn,cici,kimmy,15
411,13-Jun-2025,geek,ae,2,geek,1.9.70,hayabusa,baxia,joy,moskov,wanwan,fanny,suyou,fredrinn,cici,gloo,kalea,harith,ling,zhuxin,hilda,gatotkaca,pharsa,phoveus,bruno,leomord,15
412,13-Jun-2025,ae,geek,3,geek,1.9.70,fanny,suyou,fredrinn,hilda,zhuxin,baxia,hayabusa,joy,valentina,phoveus,kalea,granger,ling,hylos,luo yi,badang,harith,lukas,faramis,chip,15
413,13-Jun-2025,rrq,onic,1,onic,1.9.70,fanny,masha,luo yi,valentina,gloo,zhuxin,chip,hayabusa,hilda,lukas,baxia,wanwan,pharsa,cici,gatotkaca,kalea,harith,ling,phoveus,yve,15
414,13-Jun-2025,rrq,onic,2,onic,1.9.70,fanny,masha,luo yi,joy,ling,hayabusa,chip,zhuxin,lukas,suyou,baxia,granger,valentina,badang,yi sun-shin,pharsa,kalea,irithel,cici,alpha,15
415,13-Jun-2025,onic,rrq,3,rrq,1.9.70,lukas,zhuxin,chip,hilda,pharsa,fanny,baxia,kalea,gloo,chou,luo yi,harith,ling,badang,phoveus,hylos,joy,granger,selena,tigreal,15
416,13-Jun-2025,rrq,onic,4,onic,1.9.70,fanny,baxia,harith,phoveus,fredrinn,hayabusa,chip,zhuxin,tigreal,gloo,kalea,joy,selena,gatotkaca,granger,luo yi,badang,irithel,kaja,masha,15
417,14-Jun-2025,geek,rrq,1,geek,1.9.70,hayabusa,baxia,lukas,tigreal,fredrinn,kalea,fanny,harith,kimmy,hanzo,joy,wanwan,badang,luo yi,gloo,phoveus,zhuxin,granger,ruby,ling,15
418,14-Jun-2025,geek,rrq,2,rrq,1.9.70,hayabusa,lukas,baxia,gloo,fredrinn,fanny,kalea,joy,pharsa,luo yi,suyou,harith,badang,kimmy,phoveus,zhuxin,gatotkaca,wanwan,cici,alpha,15
419,14-Jun-2025,geek,rrq,3,rrq,1.9.70,hayabusa,lukas,baxia,wanwan,granger,fanny,joy,faramis,x.borg,uranus,kalea,harith,suyou,zhuxin,terizla,fredrinn,chip,masha,kimmy,karrie,15
420,14-Jun-2025,geek,rrq,4,rrq,1.9.70,lukas,baxia,chip,hayabusa,gatotkaca,fanny,joy,kalea,cici,masha,badang,wanwan,fredrinn,luo yi,gloo,phoveus,harith,pharsa,hylos,yi sun-shin,15
421,14-Jun-2025,geek,rrq,5,rrq,1.9.70,lukas,chip,baxia,franco,tigreal,fanny,joy,kalea,irithel,granger,phoveus,hayabusa,zhuxin,harith,chou,pharsa,hylos,wanwan,gloo,yi sun-shin,15
422,15-Jun-2025,rrq,onic,1,onic,1.9.70,fanny,pharsa,yve,hayabusa,ling,chip,zhuxin,wanwan,lukas,yi sun-shin,luo yi,baxia,moskov,chip,terizla,harith,kalea,gloo,vexana,lancelot,15
423,15-Jun-2025,onic,rrq,2,onic,1.9.70,lukas,chip,zhuxin,tigreal,hylos,fanny,kalea,luo yi,gloo,cici,pharsa,joy,badang,baxia,irithel,hayabusa,hylos,harith,yve,franco,15
424,15-Jun-2025,onic,rrq,3,rrq,1.9.70,lukas,chip,wanwan,masha,tigreal,fanny,luo yi,badang,gloo,cici,pharsa,joy,irithel,khaleed,gatotkaca,kalea,baxia,harith,valentina,phoveus,15
425,15-Jun-2025,rrq,ae,4,rrq,1.9.70,fanny,badang,luo yi,harith,cici,chip,kalea,baxia,hilda,masha,pharsa,granger,fredrinn,tigreal,benedetta,valentina,gatotkaca,hayabusa,gloo,irithel,15
426,15-Jun-2025,ae,onic,5,rrq,1.9.70,fanny,badang,luo yi,cici,hayabusa,chip,lukas,yi sun-shin,zhuxin,gloo,kalea,joy,granger,yve,phoveus,pharsa,baxia,harith,tigreal,ling,15
427,15-Jun-2025,rrq,onic,6,onic,1.9.70,fanny,badang,luo yi,cici,masha,luo yi,kalea,joy,ling,yi sun-shin,baxia,granger,tigreal,valentina,benedetta,chou,pharsa,wanwan,gloo,alpha,15
428,15-Jun-2025,rrq,onic,7,onic,1.9.70,fanny,luo yi,badang,alpha,ling,chip,joy,kalea,lukas,yi sun-shin,baxia,yve,granger,gatotkaca,hayabusa,pharsa,chou,cici,claude,suyou,15
