game_id,date,team_1,team_2,game_number,team_winner,patch_version,season,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20
215,7-Mar-2025,tlid,evos,2,tlid,1.9.42,15,mathilda,fanny,phoveus,zhuxin,luo yi,yve,harith,suyou,cici,badang,selena,granger,hanzo,valentina,lukas,jawhead,gatotkaca,joy,khaleed,vexana
216,7-Mar-2025,tlid,evos,3,evos,1.9.42,15,mathilda,fanny,phoveus,zhuxin,luo yi,harith,joy,gatotkaca,granger,hylos,selena,lukas,valentina,suyou,badang,hayabusa,vexana,cici,karrie,edith
217,8-Mar-2025,geek,evos,1,evos,1.9.42,15,mathilda,fanny,cici,zhuxin,phoveus,harith,joy,gatotkaca,granger,valentina,badang,suyou,moskov,luo yi,lukas,tigreal,vexana,chou,karrie,jawhead
218,8-Mar-2025,evos,geek,2,evos,1.9.42,15,mathilda,fanny,harith,cici,yve,zhuxin,joy,phoveus,granger,vexana,gloo,suyou,moskov,pharsa,jawhead,luo yi,cecilion,gatotkaca,bruno,guinevere
219,8-Mar-2025,btr,ae,1,btr,1.9.42,15,mathilda,fanny,yve,zhuxin,lukas,cici,joy,suyou,harith,granger,badang,gatotkaca,luo yi,tigreal,phoveus,jawhead,valentina,hylos,pharsa,chou
220,8-Mar-2025,ae,btr,2,btr,1.9.42,15,luo yi,zhuxin,chou,fanny,badang,mathilda,harith,joy,gatotkaca,hylos,suyou,granger,tigreal,cici,jawhead,phoveus,yve,valentina,lukas,gloo
221,8-Mar-2025,rrq,onic,1,rrq,1.9.42,15,yve,zhuxin,phoveus,fanny,harith,joy,suyou,granger,cici,gatotkaca,irithel,nolan,hilda,luo yi,pharsa,tigreal,cecilion,chip,valentina,hylos
222,8-Mar-2025,onic,rrq,2,rrq,1.9.42,15,phoveus,fanny,mathilda,zhuxin,joy,harith,suyou,yve,granger,pharsa,chou,hanzo,irithel,gatotkaca,moskov,jawhead,tigreal,gloo,claude,lukas
223,9-Mar-2025,dewa,btr,1,btr,1.9.42,15,yve,luo yi,joy,zhuxin,phoveus,mathilda,fanny,harith,badang,hylos,granger,suyou,hilda,akai,edith,chou,vale,ruby,vexana,gatotkaca
224,9-Mar-2025,btr,dewa,2,dewa,1.9.42,15,mathilda,zhuxin,yve,joy,moskov,harith,fanny,granger,badang,gatotkaca,irithel,suyou,gloo,jawhead,lukas,chou,phoveus,luo yi,cici,vexana
225,9-Mar-2025,dewa,btr,3,dewa,1.9.42,15,yve,zhuxin,joy,fanny,badang,harith,mathilda,granger,suyou,alpha,moskov,jawhead,hilda,gloo,vexana,luo yi,cici,valentina,uranus,cecilion
226,9-Mar-2025,ae,onic,1,ae,1.9.42,15,fanny,zhuxin,khaleed,mathilda,badang,yve,joy,harith,phoveus,hylos,granger,suyou,gloo,luo yi,lukas,jawhead,aurora,faramis,cici,chou
227,9-Mar-2025,onic,ae,2,onic,1.9.42,15,granger,fanny,mathilda,joy,phoveus,zhuxin,harith,luo yi,hylos,suyou,yve,hanzo,jawhead,moskov,badang,cici,claude,lukas,gatotkaca,valentina
228,9-Mar-2025,ae,onic,3,ae,1.9.42,15,fanny,zhuxin,khaleed,mathilda,luo yi,granger,harith,suyou,yve,joy,cici,phoveus,faramis,moskov,hylos,jawhead,karrie,pharsa,gatotkaca,chip
229,9-Mar-2025,tlid,navi,1,navi,1.9.42,15,mathilda,fanny,phoveus,zhuxin,granger,joy,harith,suyou,gatotkaca,lukas,hylos,valentina,faramis,moskov,angela,jawhead,cici,yve,badang,bruno
230,9-Mar-2025,tlid,navi,2,tlid,1.9.42,15,phoveus,fanny,mathilda,zhuxin,lukas,joy,suyou,gatotkaca,harith,badang,granger,cici,luo yi,hanzo,valentina,hayabusa,yve,khaleed,pharsa,martis
231,9-Mar-2025,navi,tlid,3,tlid,1.9.42,15,fanny,zhuxin,harith,joy,luo yi,mathilda,granger,suyou,gatotkaca,valentina,lukas,moskov,badang,cici,chip,gloo,hylos,edith,chou,cecilion
232,14-Mar-2025,onic,geek,1,onic,1.9.48,15,mathilda,fanny,harith,zhuxin,phoveus,granger,joy,suyou,gatotkaca,hylos,yve,cici,jawhead,pharsa,claude,luo yi,moskov,bruno,badang,aurora
233,14-Mar-2025,onic,geek,2,geek,1.9.48,15,mathilda,fanny,harith,zhuxin,phoveus,granger,joy,suyou,gatotkaca,yve,hylos,cici,jawhead,pharsa,claude,luo yi,moskov,badang,bruno,aurora
234,14-Mar-2025,onic,geek,3,geek,1.9.48,15,mathilda,fanny,harith,zhuxin,moskov,granger,joy,suyou,gatotkaca,yve,hylos,claude,bruno,pharsa,irithel,luo yi,aurora,badang,karrie,cici
235,14-Mar-2025,dewa,navi,1,dewa,1.9.48,15,yve,zhuxin,joy,fanny,badang,mathilda,suyou,gatotkaca,harith,granger,luo yi,lukas,jawhead,novaria,gloo,hayabusa,valentina,chou,cici,edith
236,14-Mar-2025,dewa,navi,2,dewa,1.9.48,15,yve,zhuxin,joy,fanny,badang,mathilda,suyou,harith,hylos,granger,luo yi,hayabusa,jawhead,novaria,chou,vexana,pharsa,gatotkaca,cici,edith
237,15-Mar-2025,ae,navi,1,ae,1.9.48,15,lukas,zhuxin,hanzo,fanny,badang,mathilda,joy,harith,luo yi,gatotkaca,granger,suyou,cici,phoveus,pharsa,hylos,jawhead,valentina,chou,hilda
238,15-Mar-2025,ae,navi,2,navi,1.9.48,15,lukas,fanny,luo yi,zhuxin,harith,yve,joy,granger,mathilda,moskov,khaleed,alpha,cici,phoveus,vexana,hilda,badang,gatotkaca,valentina,cecilion
239,15-Mar-2025,ae,navi,3,ae,1.9.48,15,lukas,fanny,luo yi,zhuxin,moskov,mathilda,harith,badang,joy,hylos,suyou,granger,tigreal,cici,jawhead,hilda,valentina,yve,phoveus,gloo
240,15-Mar-2025,rrq,tlid,1,rrq,1.9.48,15,mathilda,fanny,badang,joy,yve,suyou,zhuxin,hayabusa,harith,granger,cici,hylos,hanzo,hilda,alpha,phoveus,gatotkaca,ling,tigreal,cecilion
241,15-Mar-2025,tlid,rrq,2,rrq,1.9.48,15,gatotkaca,fanny,granger,zhuxin,cici,suyou,mathilda,harith,hayabusa,phoveus,alpha,cecilion,moskov,gloo,luo yi,jawhead,hylos,valentina,bruno,franco
242,15-Mar-2025,btr,evos,1,evos,1.9.48,15,mathilda,zhuxin,gatotkaca,fanny,luo yi,yve,badang,granger,suyou,harith,joy,phoveus,cici,jawhead,chou,tigreal,hylos,faramis,chip,valentina
243,15-Mar-2025,btr,evos,2,btr,1.9.48,15,mathilda,zhuxin,gatotkaca,fanny,phoveus,badang,harith,cici,suyou,chou,nolan,granger,uranus,jawhead,yve,tigreal,hylos,luo yi,hilda,novaria
244,15-Mar-2025,btr,evos,3,evos,1.9.48,15,mathilda,zhuxin,gatotkaca,fanny,phoveus,harith,badang,luo yi,granger,moskov,joy,lukas,valentina,edith,hilda,suyou,chou,faramis,chip,hylos
245,16-Mar-2025,geek,btr,1,btr,1.9.48,15,luo yi,zhuxin,granger,fanny,mathilda,phoveus,harith,gatotkaca,suyou,cici,joy,badang,hylos,moskov,chou,bruno,vexana,khufra,pharsa,beatrix
246,16-Mar-2025,btr,geek,2,btr,1.9.48,15,mathilda,zhuxin,phoveus,granger,fanny,harith,joy,gatotkaca,cici,chou,luo yi,suyou,hilda,vexana,badang,moskov,aurora,edith,beatrix,karrie
247,16-Mar-2025,ae,evos,1,ae,1.9.48,15,fanny,zhuxin,lukas,harith,granger,yve,joy,luo yi,phoveus,cici,moskov,suyou,hylos,jawhead,gatotkaca,bruno,badang,khaleed,pharsa,irithel
248,16-Mar-2025,evos,ae,2,ae,1.9.48,15,harith,zhuxin,mathilda,granger,badang,fanny,joy,moskov,gatotkaca,hylos,bruno,cici,edith,suyou,jawhead,hanzo,hayabusa,hilda,luo yi,yve
249,16-Mar-2025,tlid,dewa,1,tlid,1.9.48,15,phoveus,zhuxin,mathilda,fanny,harith,suyou,joy,granger,chou,irithel,gatotkaca,hayabusa,hilda,hylos,badang,luo yi,valentina,gloo,pharsa,cici
250,16-Mar-2025,dewa,tlid,2,tlid,1.9.48,15,yve,fanny,joy,zhuxin,hayabusa,harith,mathilda,granger,suyou,alpha,moskov,khaleed,phoveus,gloo,hilda,luo yi,valentina,cici,vexana,badang
251,21-Mar-2025,onic,dewa,1,onic,1.9.64,15,mathilda,zhuxin,harith,yve,moskov,fanny,suyou,granger,gatotkaca,jawhead,cecilion,joy,irithel,cici,karrie,phoveus,luo yi,hilda,bruno,lukas
252,21-Mar-2025,dewa,onic,2,dewa,1.9.64,15,yve,mathilda,phoveus,fanny,suyou,joy,harith,hilda,zhuxin,hayabusa,chou,ling,gloo,hylos,cici,chip,gatotkaca,badang,lunox,granger
253,21-Mar-2025,onic,dewa,3,onic,1.9.64,15,mathilda,zhuxin,harith,yve,moskov,fanny,suyou,badang,granger,jawhead,cecilion,joy,irithel,chou,phoveus,tigreal,luo yi,gloo,bruno,guinevere
254,21-Mar-2025,navi,evos,1,evos,1.9.64,15,fanny,zhuxin,granger,harith,suyou,mathilda,joy,chip,valentina,phoveus,yve,lukas,gatotkaca,gloo,hylos,hilda,moskov,bruno,badang,belerick
255,21-Mar-2025,evos,navi,2,evos,1.9.64,15,luo yi,fanny,suyou,granger,phoveus,mathilda,harith,zhuxin,gatotkaca,joy,cici,nolan,yve,edith,chip,badang,moskov,chou,aurora,hilda
256,22-Mar-2025,tlid,geek,1,tlid,1.9.64,15,phoveus,fanny,jawhead,zhuxin,harith,luo yi,chip,moskov,joy,suyou,granger,hilda,badang,gatotkaca,gloo,valentina,khaleed,edith,pharsa,faramis
257,22-Mar-2025,geek,tlid,2,geek,1.9.64,15,luo yi,zhuxin,mathilda,chip,badang,fanny,harith,jawhead,suyou,hanzo,pharsa,moskov,cici,hilda,gatotkaca,valentina,gloo,khaleed,chou,selena
258,22-Mar-2025,tlid,geek,3,geek,1.9.64,15,jawhead,fanny,phoveus,zhuxin,harith,chip,joy,moskov,luo yi,granger,hilda,suyou,mathilda,tigreal,pharsa,gatotkaca,chou,hylos,valentina,gloo
259,22-Mar-2025,onic,btr,1,onic,1.9.64,15,granger,zhuxin,harith,yve,moskov,fanny,suyou,mathilda,joy,jawhead,cecilion,hilda,gloo,beatrix,lukas,luo yi,irithel,karrie,phoveus,vexana
260,22-Mar-2025,btr,onic,2,onic,1.9.64,15,jawhead,granger,phoveus,harith,fanny,suyou,joy,hilda,moskov,zhuxin,chip,hayabusa,beatrix,valentina,gloo,yve,khaleed,hylos,wanwan,cecilion
261,22-Mar-2025,rrq,ae,1,ae,1.9.64,15,cici,zhuxin,harith,chip,suyou,fanny,joy,granger,hylos,irithel,hilda,hanzo,badang,luo yi,khaleed,phoveus,valentina,aurora,khufra,lukas
262,22-Mar-2025,rrq,ae,2,rrq,1.9.64,15,cici,fanny,hanzo,chip,harith,zhuxin,suyou,granger,joy,irithel,jawhead,badang,phoveus,faramis,lukas,gatotkaca,hilda,pharsa,hylos,valentina
263,22-Mar-2025,rrq,ae,3,rrq,1.9.64,15,hanzo,fanny,cici,suyou,harith,joy,chip,hilda,zhuxin,granger,valentina,khaleed,lukas,irithel,hylos,moskov,bruno,phoveus,hayabusa,ling
264,23-Mar-2025,btr,navi,1,btr,1.9.64,15,mathilda,harith,yve,fanny,zhuxin,granger,suyou,luo yi,jawhead,beatrix,chou,lukas,valentina,moskov,badang,phoveus,bruno,selena,gloo,cici
265,23-Mar-2025,navi,btr,2,navi,1.9.64,15,fanny,mathilda,granger,harith,joy,zhuxin,suyou,yve,jawhead,cecilion,badang,nolan,chou,hilda,tigreal,beatrix,moskov,irithel,khaleed,lukas
266,23-Mar-2025,btr,navi,3,btr,1.9.64,15,mathilda,harith,yve,granger,phoveus,jawhead,joy,suyou,badang,chou,beatrix,cecilion,zhuxin,tigreal,hilda,moskov,khaleed,terizla,valentina,bruno
267,23-Mar-2025,geek,rrq,1,rrq,1.9.64,15,mathilda,fanny,jawhead,zhuxin,joy,harith,luo yi,granger,suyou,moskov,hanzo,valentina,cici,franco,chou,tigreal,gatotkaca,gloo,khaleed,badang
268,23-Mar-2025,geek,rrq,2,geek,1.9.64,15,mathilda,fanny,jawhead,zhuxin,luo yi,hanzo,harith,suyou,gatotkaca,joy,chou,granger,hilda,tigreal,cecilion,badang,cici,pharsa,gloo,faramis
269,23-Mar-2025,geek,rrq,3,rrq,1.9.64,15,mathilda,fanny,jawhead,zhuxin,luo yi,harith,joy,phoveus,granger,chou,moskov,tigreal,faramis,suyou,gloo,hayabusa,valentina,cecilion,hilda,lukas
270,23-Mar-2025,ae,dewa,1,dewa,1.9.64,15,badang,zhuxin,luo yi,cici,chou,fanny,harith,jawhead,suyou,gatotkaca,joy,phoveus,gloo,granger,tigreal,moskov,beatrix,pharsa,khaleed,lunox
271,23-Mar-2025,dewa,ae,2,ae,1.9.64,15,yve,zhuxin,cici,suyou,moskov,fanny,harith,granger,luo yi,phoveus,mathilda,joy,lukas,khaleed,hayabusa,gloo,hylos,hilda,alpha,franco
272,23-Mar-2025,ae,dewa,3,ae,1.9.64,15,fanny,zhuxin,lukas,cici,phoveus,hanzo,suyou,jawhead,harith,gatotkaca,granger,hayabusa,tigreal,luo yi,gloo,yve,cecilion,vale,chou,badang
273,18-Apr-2025,navi,onic,1,navi,1.9.64,15,fanny,zhuxin,harith,mathilda,luo yi,granger,kalea,chou,joy,hayabusa,hilda,cici,pharsa,faramis,karrie,valentina,moskov,cecilion,bruno,selena
274,18-Apr-2025,onic,navi,2,onic,1.9.64,15,hilda,fanny,granger,harith,mathilda,luo yi,zhuxin,kalea,joy,badang,suyou,phoveus,hylos,yve,gloo,aurora,valentina,moskov,gatotkaca,karrie
275,18-Apr-2025,navi,onic,3,onic,1.9.64,15,harith,hilda,luo yi,fanny,phoveus,joy,zhuxin,granger,suyou,hayabusa,kalea,badang,gatotkaca,jawhead,hylos,faramis,cecilion,irithel,chou,gloo
276,18-Apr-2025,dewa,evos,1,dewa,1.9.64,15,luo yi,kalea,granger,chip,lukas,zhuxin,harith,fanny,badang,suyou,vexana,cecilion,jawhead,bruno,chou,moskov,karrie,mathilda,phoveus,cici
277,18-Apr-2025,dewa,evos,2,evos,1.9.64,15,luo yi,kalea,lukas,harith,moskov,fanny,granger,chip,joy,suyou,badang,irithel,jawhead,cecilion,tigreal,zhuxin,yve,chou,selena,hilda
278,18-Apr-2025,dewa,evos,3,dewa,1.9.64,15,luo yi,kalea,lukas,harith,chip,fanny,granger,suyou,jawhead,joy,zhuxin,moskov,guinevere,cecilion,chou,yve,aurora,phoveus,badang,gloo
279,19-Apr-2025,btr,tlid,1,tlid,1.9.64,15,fanny,luo yi,suyou,harith,hilda,chip,zhuxin,granger,kalea,badang,lukas,joy,mathilda,phoveus,tigreal,chou,cecilion,hylos,claude,gloo
280,19-Apr-2025,tlid,btr,2,btr,1.9.64,15,luo yi,fanny,harith,suyou,phoveus,zhuxin,kalea,chip,granger,mathilda,lukas,valentina,irithel,joy,moskov,hayabusa,fredrinn,bruno,faramis,masha
281,19-Apr-2025,tlid,btr,3,btr,1.9.64,15,luo yi,fanny,harith,suyou,chip,granger,kalea,zhuxin,moskov,joy,hilda,gloo,cecilion,tigreal,yve,mathilda,chou,aurora,karrie,lancelot
282,19-Apr-2025,rrq,evos,1,rrq,1.9.64,15,lukas,harith,granger,fanny,luo yi,kalea,chip,phoveus,joy,hayabusa,zhuxin,tigreal,badang,faramis,gloo,valentina,irithel,moskov,hylos,yve
283,19-Apr-2025,evos,rrq,2,evos,1.9.64,15,phoveus,granger,zhuxin,chip,moskov,luo yi,harith,kalea,valentina,gatotkaca,suyou,fanny,faramis,beatrix,badang,franco,hylos,chou,vexana,bruno
284,19-Apr-2025,rrq,evos,3,rrq,1.9.64,15,lukas,harith,granger,zhuxin,luo yi,chip,suyou,moskov,kalea,gatotkaca,cecilion,joy,karrie,hilda,phoveus,hylos,yve,claude,arlott,edith
285,19-Apr-2025,geek,ae,1,ae,1.9.64,15,joy,fanny,hanzo,kalea,phoveus,chip,harith,hayabusa,cici,hilda,suyou,moskov,badang,zhuxin,khaleed,luo yi,chou,gatotkaca,pharsa,selena
286,19-Apr-2025,geek,ae,2,geek,1.9.64,15,joy,fanny,hanzo,kalea,phoveus,chip,harith,hayabusa,cici,suyou,chou,moskov,hilda,selena,badang,luo yi,gatotkaca,zhuxin,gloo,faramis
287,19-Apr-2025,ae,geek,3,geek,1.9.64,15,fanny,joy,chou,kalea,phoveus,harith,cici,badang,granger,hayabusa,moskov,suyou,selena,gloo,tigreal,chou,zhuxin,valentina,khaleed,gatotkaca
288,20-Apr-2025,onic,tlid,1,tlid,1.9.64,15,hilda,luo yi,granger,harith,moskov,chip,fanny,zhuxin,kalea,cecilion,chou,joy,hylos,gatotkaca,gloo,phoveus,badang,arlott,beatrix,karrie
289,20-Apr-2025,onic,tlid,2,onic,1.9.64,15,hilda,luo yi,joy,harith,zhuxin,chip,fanny,kalea,moskov,badang,granger,suyou,cecilion,phoveus,yve,pharsa,chou,cici,valentina,vexana
290,20-Apr-2025,onic,tlid,3,tlid,1.9.64,15,hilda,luo yi,joy,harith,zhuxin,fanny,chip,granger,suyou,hanzo,kalea,gatotkaca,irithel,phoveus,beatrix,badang,valentina,pharsa,moskov,mathilda
291,20-Apr-2025,rrq,btr,1,btr,1.9.64,15,selena,fanny,granger,harith,mathilda,luo yi,chip,zhuxin,suyou,moskov,lukas,gatotkaca,cecilion,valentina,hayabusa,wanwan,claude,yve,hilda,carmilla
292,20-Apr-2025,rrq,btr,2,btr,1.9.64,15,selena,granger,mathilda,chip,moskov,harith,kalea,zhuxin,hylos,fanny,yve,masha,hilda,lukas,uranus,fredrinn,joy,phoveus,claude,ruby
293,20-Apr-2025,dewa,geek,1,geek,1.9.64,15,chip,harith,luo yi,granger,badang,kalea,fanny,chou,moskov,zhuxin,phoveus,suyou,mathilda,gloo,jawhead,hilda,hylos,gatotkaca,karrie,yve
294,20-Apr-2025,dewa,geek,2,dewa,1.9.64,15,chip,harith,luo yi,granger,badang,kalea,moskov,chou,suyou,mathilda,phoveus,zhuxin,yve,bruno,joy,claude,gatotkaca,fanny,cecilion,beatrix
295,20-Apr-2025,dewa,geek,3,geek,1.9.64,15,chip,harith,luo yi,granger,badang,mathilda,moskov,kalea,suyou,cecilion,joy,claude,gloo,pharsa,chou,aurora,phoveus,carmilla,uranus,valentina
296,25-Apr-2025,geek,navi,1,geek,1.9.68,15,hilda,chip,lukas,luo yi,zhuxin,fanny,kalea,joy,phoveus,fredrinn,novaria,faramis,arlott,mathilda,moskov,bruno,hylos,floryn,granger,clint
297,25-Apr-2025,geek,navi,2,geek,1.9.68,15,hilda,chip,lukas,luo yi,zhuxin,fanny,kalea,fredrinn,novaria,suyou,granger,natan,jawhead,mathilda,pharsa,arlott,chou,valentina,phoveus,hylos
298,25-Apr-2025,evos,onic,1,evos,1.9.68,15,moskov,chip,phoveus,joy,luo yi,yve,harith,kalea,zhuxin,fanny,gatotkaca,hayabusa,jawhead,badang,cici,beatrix,hilda,edith,zhask,granger
299,25-Apr-2025,onic,evos,2,evos,1.9.68,15,chip,fanny,lukas,harith,fredrinn,zhuxin,joy,kalea,granger,irithel,hilda,suyou,yve,phoveus,luo yi,pharsa,hylos,cici,valentina,zhask
300,26-Apr-2025,dewa,rrq,1,rrq,1.9.68,15,lukas,kalea,luo yi,zhuxin,chip,fanny,harith,granger,hilda,phoveus,mathilda,hayabusa,suyou,franco,fredrinn,yve,novaria,valentina,alpha,badang
301,26-Apr-2025,dewa,rrq,2,rrq,1.9.68,15,lukas,kalea,luo yi,zhuxin,granger,fanny,harith,suyou,chip,hayabusa,hilda,phoveus,valentina,irithel,carmilla,claude,pharsa,selena,gatotkaca,wanwan
302,26-Apr-2025,tlid,ae,1,tlid,1.9.68,15,hayabusa,fanny,phoveus,zhuxin,luo yi,joy,harith,granger,selena,suyou,chip,fredrinn,kalea,mathilda,cici,arlott,novaria,edith,pharsa,hylos
303,26-Apr-2025,ae,tlid,2,ae,1.9.68,15,fanny,harith,chip,luo yi,kalea,zhuxin,granger,hilda,joy,hayabusa,hylos,chou,selena,moskov,tigreal,vexana,pharsa,khaleed,novaria,irithel
304,26-Apr-2025,tlid,ae,3,tlid,1.9.68,15,hayabusa,fanny,luo yi,zhuxin,granger,chip,harith,joy,phoveus,kalea,suyou,moskov,gatotkaca,selena,mathilda,novaria,hylos,edith,yve,valentina
305,26-Apr-2025,evos,btr,1,evos,1.9.68,15,masha,fanny,chip,joy,luo yi,hayabusa,harith,zhuxin,kalea,suyou,yve,hanzo,badang,granger,hylos,beatrix,phoveus,gatotkaca,edith,wanwan
306,26-Apr-2025,evos,btr,2,btr,1.9.68,15,masha,fanny,chip,joy,luo yi,hayabusa,harith,suyou,zhuxin,lukas,valentina,wanwan,mathilda,kalea,edith,phoveus,gatotkaca,hylos,badang,cici
307,26-Apr-2025,evos,btr,3,btr,1.9.68,15,masha,fanny,chip,harith,zhuxin,granger,kalea,moskov,suyou,joy,irithel,tigreal,valentina,phoveus,gatotkaca,luo yi,hilda,zhask,hylos,novaria
308,27-Apr-2025,ae,navi,1,navi,1.9.68,15,chip,luo yi,mathilda,joy,fredrinn,phoveus,zhuxin,harith,kalea,chou,granger,suyou,hanzo,zhuxin,hayabusa,valentina,hilda,lancelot,hylos,yve
309,27-Apr-2025,ae,navi,2,ae,1.9.68,15,mathilda,luo yi,hilda,joy,chip,phoveus,kalea,harith,zhuxin,hayabusa,granger,suyou,yve,chou,novaria,jawhead,gatotkaca,hylos,zhask,badang
310,27-Apr-2025,ae,navi,3,ae,1.9.68,15,hilda,luo yi,chip,joy,mathilda,granger,harith,zhuxin,kalea,gatotkaca,hayabusa,phoveus,cici,suyou,yve,moskov,lancelot,badang,zhask,bruno
311,27-Apr-2025,geek,onic,1,geek,1.9.68,15,zhuxin,chip,hayabusa,fredrinn,harith,fanny,kalea,joy,granger,moskov,suyou,gatotkaca,phoveus,luo yi,hylos,hilda,badang,chou,novaria,pharsa
312,27-Apr-2025,onic,geek,2,onic,1.9.68,15,chip,fanny,fredrinn,zhuxin,suyou,granger,kalea,moskov,joy,hayabusa,harith,novaria,pharsa,phoveus,valentina,hilda,badang,luo yi,gatotkaca,hylos
313,27-Apr-2025,geek,onic,3,onic,1.9.68,15,luo yi,chip,harith,fredrinn,hayabusa,fanny,kalea,zhuxin,joy,suyou,moskov,granger,novaria,chou,pharsa,hilda,hylos,valentina,helcurt,badang
314,27-Apr-2025,dewa,tlid,1,tlid,1.9.68,15,yve,harith,chip,granger,moskov,phoveus,fanny,zhuxin,kalea,badang,cecilion,suyou,gatotkaca,karrie,tigreal,hilda,beatrix,wanwan,chou,akai
315,27-Apr-2025,tlid,dewa,2,dewa,1.9.68,15,phoveus,chip,granger,fanny,moskov,harith,zhuxin,suyou,kalea,joy,hilda,beatrix,irithel,selena,gatotkaca,luo yi,badang,chou,wanwan,lunox
316,27-Apr-2025,dewa,tlid,3,tlid,1.9.68,15,chip,harith,fanny,granger,yve,kalea,zhuxin,phoveus,moskov,mathilda,fredrinn,cecilion,cici,hayabusa,beatrix,khaleed,gatotkaca,badang,clint,suyou
317,2-May-2025,navi,dewa,1,dewa,1.9.68,15,mathilda,kalea,fanny,chip,harith,granger,zhuxin,hilda,moskov,hylos,joy,hayabusa,bruno,chou,phoveus,badang,gatotkaca,khaleed,karrie,kimmy
318,2-May-2025,navi,dewa,2,dewa,1.9.68,15,mathilda,kalea,fanny,chip,joy,granger,hilda,suyou,harith,chou,zhuxin,phoveus,bruno,gatotkaca,lukas,badang,kimmy,lunox,yi sun-shin,jawhead
319,2-May-2025,ae,geek,1,geek,1.9.68,15,fanny,joy,chip,hayabusa,zhuxin,luo yi,kalea,suyou,harith,fredrinn,novaria,chou,granger,cici,selena,pharsa,phoveus,esmeralda,kimmy,valentina
320,2-May-2025,ae,geek,2,geek,1.9.68,15,fanny,joy,chip,hayabusa,zhuxin,luo yi,kalea,suyou,harith,novaria,hanzo,chou,granger,gloo,phoveus,badang,valentina,hilda,kimmy,hylos
