game_id,date,team_1,team_2,game_number,team_winner,patch_version,season,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20
321,3-May-2025,evos,ae,1,ae,1.9.68,15,phoveus,fanny,hayabusa,chip,luo yi,suyou,joy,harith,selena,granger,zhuxin,kalea,chou,fredrinn,hylos,hanzo,ling,gatotkaca,badang,lukas
322,3-May-2025,ae,evos,2,ae,1.9.68,15,fanny,joy,granger,hayabusa,chip,harith,suyou,zhuxin,kalea,yve,gatotkaca,lukas,valentina,edith,wanwan,mathilda,moskov,karrie,cici,jawhead
323,3-May-2025,onic,tlid,1,onic,1.9.68,15,zhuxin,luo yi,hilda,granger,kalea,fanny,joy,harith,chip,badang,valentina,hayabusa,gatotkaca,phoveus,hylos,gloo,pharsa,chou,claude,edith
324,3-May-2025,tlid,onic,2,onic,1.9.68,15,luo yi,fanny,granger,zhuxin,cici,joy,harith,hilda,kalea,chip,suyou,hayabusa,phoveus,valentina,gloo,claude,pharsa,edith,novaria,beatrix
325,3-May-2025,btr,rrq,1,btr,1.9.68,15,hayabusa,zhuxin,chip,kalea,luo yi,granger,joy,phoveus,harith,kimmy,gatotkaca,novaria,pharsa,fredrinn,masha,franco,tigreal,wanwan,gloo,ling
326,3-May-2025,rrq,btr,2,rrq,1.9.68,15,masha,chip,zhuxin,luo yi,gatotkaca,kalea,joy,harith,valentina,pharsa,hylos,hayabusa,moskov,badang,phoveus,chou,hilda,franco,granger,jawhead
327,3-May-2025,rrq,btr,3,rrq,1.9.68,15,masha,chip,gatotkaca,hayabusa,zhuxin,luo yi,kalea,hilda,joy,lukas,valentina,wanwan,franco,kimmy,irithel,khaleed,badang,mathilda,granger,pharsa
328,4-May-2025,navi,tlid,1,tlid,1.9.68,15,fanny,hilda,zhuxin,luo yi,kalea,granger,chip,harith,phoveus,hylos,joy,mathilda,moskov,fredrinn,irithel,alpha,valentina,claude,pharsa,suyou
329,4-May-2025,navi,tlid,2,tlid,1.9.68,15,fanny,hilda,zhuxin,luo yi,mathilda,chip,kalea,phoveus,harith,granger,joy,hayabusa,hylos,gatotkaca,badang,valentina,pharsa,gloo,vexana,chou
330,4-May-2025,rrq,onic,1,rrq,1.9.68,15,fanny,zhuxin,luo yi,lukas,valentina,franco,chip,harith,kalea,hayabusa,granger,hilda,hylos,suyou,phoveus,ling,pharsa,selena,esmeralda,lancelot
331,4-May-2025,rrq,onic,2,onic,1.9.68,15,fanny,zhuxin,valentina,chip,luo yi,kalea,joy,badang,harith,granger,gatotkaca,hayabusa,hilda,novaria,selena,chou,pharsa,khaleed,kadita,hylos
332,4-May-2025,rrq,onic,3,onic,1.9.68,15,fanny,zhuxin,luo yi,chip,valentina,kalea,harith,gatotkaca,granger,lukas,mathilda,x.borg,yve,hayabusa,pharsa,cici,faramis,badang,cecilion,benedetta
333,4-May-2025,geek,evos,1,evos,1.9.68,15,lukas,harith,joy,chip,granger,kalea,fanny,zhuxin,moskov,phoveus,chou,suyou,cecilion,badang,yve,jawhead,hylos,valentina,karrie,franco
334,4-May-2025,geek,evos,2,geek,1.9.68,15,lukas,harith,granger,chip,fanny,kalea,joy,phoveus,zhuxin,yve,chou,hayabusa,gloo,gatotkaca,hylos,mathilda,moskov,claude,edith,ruby
335,4-May-2025,geek,evos,3,geek,1.9.68,15,lukas,harith,fanny,chip,hayabusa,joy,kalea,zhuxin,suyou,fredrinn,granger,moskov,novaria,hylos,floryn,phoveus,mathilda,edith,cecilion,gatotkaca
336,9-May-2025,geek,dewa,1,geek,1.9.68,15,granger,chip,mathilda,kalea,harith,suyou,fanny,kimmy,chou,zhuxin,phoveus,lukas,badang,beatrix,tigreal,joy,moskov,claude,helcurt,hilda
337,9-May-2025,geek,dewa,2,geek,1.9.68,15,granger,chip,mathilda,kalea,harith,phoveus,fanny,chou,kimmy,moskov,zhuxin,badang,hilda,joy,gloo,hayabusa,ling,gatotkaca,edith,ruby
338,9-May-2025,tlid,btr,1,btr,1.9.68,15,luo yi,fanny,joy,zhuxin,chip,hayabusa,kimmy,valentina,kalea,mathilda,phoveus,granger,ruby,masha,harith,lukas,gloo,moskov,suyou,fredrinn
339,9-May-2025,tlid,btr,2,tlid,1.9.68,15,luo yi,fanny,joy,zhuxin,kalea,chip,kimmy,gatotkaca,granger,phoveus,hayabusa,masha,chou,fredrinn,ruby,lukas,valentina,harith,mathilda,ling
340,9-May-2025,tlid,btr,3,tlid,1.9.68,15,luo yi,fanny,joy,hayabusa,kalea,zhuxin,chip,kimmy,valentina,harith,phoveus,carmilla,ling,lukas,novaria,fredrinn,x.borg,suyou,pharsa,masha
341,10-May-2025,ae,dewa,1,ae,1.9.68,15,fanny,joy,mathilda,hayabusa,suyou,luo yi,harith,phoveus,chip,gatotkaca,kimmy,lukas,hanzo,granger,ling,pharsa,irithel,leomord,valentina,lunox
342,10-May-2025,ae,dewa,2,ae,1.9.68,15,fanny,joy,mathilda,hayabusa,suyou,luo yi,harith,kimmy,kalea,phoveus,ling,fredrinn,yve,granger,novaria,beatrix,cici,pharsa,gatotkaca,moskov
343,10-May-2025,rrq,evos,1,rrq,1.9.68,15,granger,chip,fanny,joy,mathilda,harith,kimmy,kalea,valentina,hayabusa,hylos,suyou,zhuxin,gloo,phoveus,gatotkaca,moskov,luo yi,badang,edith
344,10-May-2025,rrq,evos,2,rrq,1.9.68,15,granger,chip,fanny,kimmy,hayabusa,harith,joy,kalea,suyou,zhuxin,hylos,yve,gloo,beatrix,cici,irithel,bruno,wanwan,franco,edith
345,10-May-2025,navi,onic,1,onic,1.9.68,15,fanny,zhuxin,hayabusa,joy,luo yi,chip,kalea,kimmy,gatotkaca,valentina,lukas,x.borg,harith,faramis,moskov,cici,granger,edith,irithel,benedetta
346,10-May-2025,onic,navi,2,onic,1.9.68,15,lukas,fanny,zhuxin,kimmy,hilda,luo yi,kalea,phoveus,chip,harith,hayabusa,suyou,gloo,granger,gatotkaca,wanwan,moskov,valentina,hylos,valir
347,11-May-2025,rrq,geek,1,geek,1.9.68,15,fanny,joy,harith,kimmy,zhuxin,luo yi,chip,kalea,phoveus,suyou,gloo,faramis,pharsa,fredrinn,yve,x.borg,claude,valentina,granger,ling
348,11-May-2025,geek,rrq,2,rrq,1.9.68,15,lukas,kalea,phoveus,chip,hayabusa,joy,zhuxin,suyou,hylos,fanny,harith,moskov,gatotkaca,franco,hilda,badang,pharsa,chou,edith,tigreal
349,11-May-2025,geek,rrq,3,rrq,1.9.68,15,lukas,kalea,hayabusa,fanny,phoveus,joy,harith,hylos,suyou,ling,zhuxin,kimmy,helcurt,luo yi,gloo,franco,badang,edith,chip,zhask
350,11-May-2025,btr,navi,1,btr,1.9.68,15,hayabusa,chip,luo yi,harith,fanny,granger,kalea,joy,kimmy,pharsa,fredrinn,gatotkaca,masha,cici,wanwan,phoveus,terizla,beatrix,arlott,moskov
351,11-May-2025,navi,btr,2,btr,1.9.68,15,fredrinn,kalea,harith,hayabusa,mathilda,chip,granger,chou,joy,fanny,hilda,moskov,pharsa,phoveus,luo yi,akai,badang,jawhead,kimmy,zhuxin
352,11-May-2025,evos,tlid,1,tlid,1.9.68,15,mathilda,luo yi,harith,granger,moskov,chip,fanny,kimmy,kalea,gatotkaca,bruno,suyou,lolita,beatrix,edith,badang,phoveus,yve,gloo,pharsa
353,11-May-2025,tlid,evos,2,evos,1.9.68,15,luo yi,chip,granger,fanny,kalea,kimmy,harith,jawhead,suyou,phoveus,zhuxin,beatrix,tigreal,zhask,chou,edith,gloo,hayabusa,gatotkaca,yve
354,11-May-2025,tlid,evos,3,tlid,1.9.68,15,luo yi,chip,jawhead,fanny,harith,kimmy,kalea,granger,joy,phoveus,hayabusa,gloo,pharsa,valentina,beatrix,gatotkaca,faramis,yve,karrie,hylos
355,16-May-2025,ae,tlid,1,ae,1.9.68,15,fanny,luo yi,suyou,chip,harith,kalea,phoveus,hayabusa,kimmy,ling,gatotkaca,hilda,selena,moskov,novaria,chou,zhuxin,clint,yve,khaleed
356,16-May-2025,ae,tlid,2,ae,1.9.68,15,fanny,luo yi,suyou,chip,harith,phoveus,kimmy,hayabusa,kalea,gatotkaca,ling,moskov,valentina,badang,selena,pharsa,novaria,franco,granger,baxia
357,16-May-2025,dewa,btr,1,btr,1.9.68,15,masha,fanny,harith,kalea,chou,kimmy,zhuxin,fredrinn,chip,joy,granger,moskov,cici,yve,phoveus,badang,luo yi,terizla,gatotkaca,lancelot
358,16-May-2025,btr,dewa,2,btr,1.9.68,15,hayabusa,joy,fanny,masha,luo yi,kimmy,kalea,harith,zhuxin,chip,beatrix,suyou,yve,cici,pharsa,tigreal,gatotkaca,cecilion,baxia,edith
359,17-May-2025,tlid,geek,1,geek,1.9.68,15,luo yi,fanny,phoveus,kimmy,harith,kalea,chip,badang,granger,zhuxin,moskov,suyou,joy,yve,hayabusa,valentina,zhask,gatotkaca,lukas,gloo
360,17-May-2025,tlid,geek,2,tlid,1.9.68,15,luo yi,fanny,phoveus,kalea,harith,kimmy,chip,granger,badang,suyou,zhuxin,joy,moskov,yve,edith,gloo,zhask,gatotkaca,bruno,hylos
361,17-May-2025,tlid,geek,3,geek,1.9.68,15,luo yi,fanny,phoveus,kalea,harith,kimmy,chip,granger,badang,zhuxin,suyou,joy,moskov,yve,edith,gloo,valentina,bruno,gatotkaca,terizla
362,17-May-2025,ae,rrq,1,rrq,1.9.68,15,suyou,kimmy,lukas,harith,hylos,kalea,phoveus,zhuxin,hayabusa,ling,gatotkaca,hilda,granger,badang,yve,tigreal,beatrix,karrie,selena,franco
363,17-May-2025,ae,rrq,2,ae,1.9.68,15,suyou,kimmy,lukas,harith,tigreal,kalea,hayabusa,zhuxin,hylos,yve,gatotkaca,joy,phoveus,franco,granger,badang,moskov,karrie,chou,chip
364,17-May-2025,ae,rrq,3,rrq,1.9.68,15,suyou,kimmy,lukas,harith,phoveus,kalea,hayabusa,joy,gatotkaca,hylos,yve,pharsa,chou,franco,granger,cici,badang,tigreal,claude,wanwan
365,17-May-2025,onic,btr,1,btr,1.9.68,15,masha,fanny,zhuxin,luo yi,chip,joy,kimmy,pharsa,kalea,gatotkaca,selena,baxia,x.borg,beatrix,hayabusa,moskov,granger,jawhead,ling,badang
366,17-May-2025,btr,onic,2,onic,1.9.68,15,luo yi,chip,fanny,zhuxin,joy,kimmy,kalea,gatotkaca,harith,baxia,pharsa,hanzo,masha,valentina,ling,cecilion,faramis,granger,badang,gloo
367,17-May-2025,btr,onic,3,btr,1.9.68,15,luo yi,chip,fanny,kalea,joy,masha,kimmy,harith,baxia,fredrinn,badang,hanzo,ling,gloo,moskov,pharsa,valir,ruby,granger,phoveus
368,18-May-2025,dewa,rrq,1,dewa,1.9.68,15,phoveus,kalea,zhuxin,kimmy,moskov,fanny,chip,valentina,gatotkaca,fredrinn,granger,suyou,joy,harith,novaria,franco,badang,esmeralda,yve,wanwan
369,18-May-2025,dewa,rrq,2,dewa,1.9.68,15,phoveus,kalea,zhuxin,granger,moskov,fanny,kimmy,pharsa,chip,harith,fredrinn,beatrix,tigreal,hanzo,mathilda,hayabusa,cici,cici,badang,terizla
370,18-May-2025,evos,onic,1,onic,1.9.68,15,hayabusa,kimmy,kalea,joy,luo yi,chip,harith,fanny,badang,gatotkaca,suyou,granger,phoveus,yve,gloo,novaria,pharsa,cecilion,chou,hylos
371,18-May-2025,onic,evos,2,onic,1.9.68,15,lukas,chip,baxia,kimmy,hayabusa,fanny,joy,harith,kalea,hylos,granger,ling,badang,gatotkaca,gloo,phoveus,pharsa,luo yi,jawhead,tigreal
372,18-May-2025,geek,navi,1,geek,1.9.68,15,hayabusa,fanny,granger,kalea,phoveus,chip,kimmy,gatotkaca,harith,suyou,hylos,zhuxin,helcurt,lukas,zhask,ling,hanzo,wanwan,badang,khaleed
373,18-May-2025,geek,navi,2,geek,1.9.68,15,hayabusa,fanny,granger,suyou,phoveus,kimmy,kalea,gatotkaca,joy,valentina,lukas,wanwan,mathilda,zhuxin,irithel,gloo,badang,harith,akai,vexana
374,23-May-2025,btr,geek,1,btr,1.9.68,15,fanny,kalea,luo yi,masha,joy,fredrinn,baxia,badang,harith,irithel,phoveus,suyou,pharsa,cici,kimmy,faramis,zhuxin,valentina,angela,gloo
375,23-May-2025,geek,btr,2,geek,1.9.68,15,fredrinn,fanny,baxia,joy,masha,kalea,phoveus,badang,luo yi,suyou,granger,hylos,chou,hanzo,zhuxin,wanwan,clint,gatotkaca,valentina,lukas
376,23-May-2025,btr,geek,3,geek,1.9.68,15,fanny,masha,luo yi,fredrinn,phoveus,baxia,kalea,badang,joy,hayabusa,kimmy,wanwan,granger,faramis,pharsa,gatotkaca,gloo,beatrix,tigreal,zhuxin
377,23-May-2025,dewa,onic,1,dewa,1.9.68,15,badang,chip,hayabusa,kalea,fanny,zhuxin,kimmy,pharsa,phoveus,granger,fredrinn,joy,edith,moskov,hylos,jawhead,beatrix,chou,gloo,gatotkaca
378,23-May-2025,dewa,onic,2,onic,1.9.68,15,badang,chip,hayabusa,kalea,fanny,joy,kimmy,baxia,granger,cici,fredrinn,yve,wanwan,hanzo,claude,ling,paquito,mathilda,harith,franco
379,23-May-2025,dewa,onic,3,onic,1.9.68,15,badang,chip,hayabusa,kalea,fanny,joy,granger,kimmy,baxia,chou,yve,ling,fredrinn,luo yi,suyou,pharsa,claude,lancelot,gloo,khaleed
380,24-May-2025,evos,navi,1,evos,1.9.68,15,phoveus,fanny,luo yi,granger,hayabusa,joy,harith,kalea,baxia,chip,pharsa,valentina,ling,beatrix,gloo,lukas,irithel,cici,guinevere,benedetta
381,24-May-2025,evos,navi,2,navi,1.9.68,15,phoveus,fanny,luo yi,joy,lukas,mathilda,chip,kalea,granger,harith,pharsa,hayabusa,ling,valentina,suyou,zhuxin,gloo,guinevere,x.borg,kimmy
382,24-May-2025,navi,evos,3,evos,1.9.68,15,lukas,joy,mathilda,chip,fanny,kimmy,kalea,harith,baxia,granger,luo yi,pharsa,hylos,phoveus,gloo,x.borg,gatotkaca,cici,fredrinn,suyou
383,24-May-2025,tlid,rrq,1,tlid,1.9.68,15,lukas,kalea,hayabusa,fanny,phoveus,joy,chip,zhuxin,suyou,ling,hilda,franco,harith,hylos,yve,esmeralda,karrie,granger,kimmy,gloo
384,24-May-2025,tlid,rrq,2,tlid,1.9.68,15,lukas,fanny,hayabusa,joy,phoveus,baxia,chip,kalea,suyou,ling,hilda,beatrix,granger,hylos,harith,esmeralda,pharsa,kimmy,zhuxin,gloo
385,24-May-2025,ae,onic,1,onic,1.9.68,15,fanny,hayabusa,suyou,ling,badang,hanzo,joy,harith,fredrinn,phoveus,granger,chip,zhuxin,masha,yve,benedetta,luo yi,gatotkaca,kimmy,paquito
386,24-May-2025,onic,ae,2,onic,1.9.68,15,ling,fanny,hanzo,granger,joy,harith,hayabusa,kimmy,kalea,luo yi,badang,suyou,baxia,hilda,hylos,gatotkaca,phoveus,gloo,claude,moskov
387,25-May-2025,dewa,evos,1,evos,1.9.68,15,lukas,chip,harith,joy,moskov,fanny,granger,baxia,kalea,hayabusa,badang,kimmy,gloo,beatrix,phoveus,ling,wanwan,khaleed,pharsa,angela
388,25-May-2025,evos,dewa,2,evos,1.9.68,15,luo yi,chip,phoveus,fanny,hayabusa,lukas,joy,fredrinn,kalea,baxia,granger,moskov,angela,cecilion,gloo,pharsa,badang,kimmy,terizla,zhuxin
389,25-May-2025,btr,ae,1,ae,1.9.68,15,hayabusa,masha,kalea,fredrinn,harith,zhuxin,joy,luo yi,granger,phoveus,selena,baxia,wanwan,franco,chip,tigreal,badang,moskov,gatotkaca,angela
390,25-May-2025,btr,ae,2,ae,1.9.68,15,hayabusa,fredrinn,ling,masha,joy,zhuxin,baxia,granger,luo yi,kalea,harith,x.borg,selena,cici,valentina,franco,khaleed,pharsa,benedetta,lukas
391,25-May-2025,rrq,navi,1,rrq,1.9.68,15,granger,luo yi,chip,harith,hilda,kalea,baxia,chou,valentina,selena,joy,hayabusa,phoveus,gatotkaca,franco,beatrix,gloo,wanwan,badang,irithel
392,25-May-2025,rrq,navi,2,rrq,1.9.68,15,hilda,kalea,granger,luo yi,chip,badang,harith,baxia,kimmy,ling,chou,fanny,pharsa,phoveus,valentina,moskov,ruby,faramis,terizla,bruno
393,11-Jun-2025,tlid,onic,1,onic,1.9.68,15,hayabusa,fanny,baxia,joy,fredrinn,ling,kalea,chip,luo yi,harith,suyou,masha,gloo,wanwan,mathilda,granger,irithel,badang,pharsa,kaja
394,11-Jun-2025,onic,tlid,2,onic,1.9.68,15,ling,luo yi,joy,fanny,chip,kalea,badang,phoveus,mathilda,hayabusa,gloo,faramis,zhuxin,alpha,yve,suyou,granger,irithel,pharsa,lukas
395,11-Jun-2025,tlid,onic,3,tlid,1.9.68,15,hayabusa,fanny,luo yi,joy,chip,ling,zhuxin,suyou,gloo,mathilda,alpha,franco,cici,kimmy,phoveus,pharsa,faramis,gatotkaca,moskov,granger
396,11-Jun-2025,tlid,onic,4,onic,1.9.68,15,chip,fanny,luo yi,joy,hayabusa,ling,zhuxin,pharsa,kalea,alpha,mathilda,gloo,moskov,lancelot,harith,beatrix,julian,gatotkaca,karrie,granger
397,11-Jun-2025,ae,btr,1,btr,1.9.70,15,fredrinn,hayabusa,masha,joy,chip,phoveus,baxia,luo yi,kalea,badang,selena,lukas,valentina,gloo,angela,wanwan,granger,harith,ling,chou
398,11-Jun-2025,btr,ae,2,btr,1.9.70,15,hayabusa,fredrinn,joy,masha,luo yi,chip,baxia,badang,granger,pharsa,kalea,yve,wanwan,lukas,beatrix,gloo,lancelot,irithel,phoveus,gatotkaca
399,11-Jun-2025,ae,btr,3,ae,1.9.70,15,fredrinn,hayabusa,masha,joy,chip,luo yi,baxia,kalea,granger,pharsa,phoveus,kimmy,angela,hanzo,irithel,gloo,barats,franco,bruno,badang
400,11-Jun-2025,ae,btr,4,ae,1.9.70,15,fredrinn,hayabusa,masha,joy,chip,luo yi,baxia,pharsa,phoveus,franco,kimmy,wanwan,badang,kalea,karrie,chou,mathilda,benedetta,irithel,lukas
401,11-Jun-2025,ae,btr,5,ae,1.9.70,15,fredrinn,hayabusa,masha,joy,chip,franco,baxia,kalea,luo yi,irithel,angela,granger,cici,gloo,phoveus,hanzo,barats,badang,kimmy,floryn
402,12-Jun-2025,geek,onic,1,onic,1.9.70,15,hayabusa,fanny,luo yi,zhuxin,pharsa,faramis,chip,baxia,kimmy,fredrinn,valentina,wanwan,irithel,kalea,granger,franco,badang,harith,gloo,cici
403,12-Jun-2025,geek,onic,2,onic,1.9.70,15,hayabusa,fanny,luo yi,zhuxin,pharsa,faramis,chip,kimmy,baxia,fredrinn,valentina,badang,moskov,joy,harith,kalea,irithel,x.borg,claude,cici
404,12-Jun-2025,geek,onic,3,geek,1.9.70,15,kimmy,fanny,pharsa,zhuxin,joy,luo yi,kalea,claude,chip,faramis,suyou,hayabusa,granger,valentina,wanwan,yve,lylia,hilda,harith,esmeralda
405,12-Jun-2025,geek,onic,4,onic,1.9.70,15,kimmy,fanny,pharsa,zhuxin,joy,luo yi,kalea,badang,harith,suyou,faramis,yve,claude,baxia,wanwan,fredrinn,cici,gloo,granger,ling
406,12-Jun-2025,rrq,ae,1,ae,1.9.70,15,kimmy,chip,fredrinn,zhuxin,luo yi,baxia,joy,hayabusa,badang,granger,gatotkaca,pharsa,valentina,harith,franco,irithel,kalea,faramis,phoveus,natan
407,12-Jun-2025,rrq,ae,2,rrq,1.9.70,15,kimmy,chip,phoveus,zhuxin,luo yi,baxia,kalea,badang,hayabusa,granger,joy,pharsa,valentina,harith,selena,karrie,franco,yve,gloo,moskov
408,12-Jun-2025,ae,rrq,3,rrq,1.9.70,15,chip,baxia,zhuxin,joy,badang,kalea,hayabusa,granger,gatotkaca,phoveus,kimmy,pharsa,harith,fredrinn,irithel,gloo,cici,khaleed,claude,lukas
409,12-Jun-2025,ae,rrq,4,rrq,1.9.70,15,chip,baxia,zhuxin,joy,granger,hayabusa,kalea,gatotkaca,harith,luo yi,phoveus,yve,ling,cici,hanzo,badang,hilda,lancelot,wanwan,lukas
410,13-Jun-2025,ae,geek,1,geek,1.9.70,15,fanny,baxia,suyou,joy,zhuxin,hayabusa,luo yi,harith,kalea,granger,gatotkaca,fredrinn,ling,pharsa,badang,valentina,cici,edith,hanzo,kimmy
411,13-Jun-2025,geek,ae,2,geek,1.9.70,15,hayabusa,fanny,baxia,suyou,joy,fredrinn,kalea,gatotkaca,pharsa,harith,ling,phoveus,cici,moskov,gloo,wanwan,bruno,zhuxin,hilda,leomord
412,13-Jun-2025,ae,geek,3,geek,1.9.70,15,fanny,baxia,suyou,hayabusa,fredrinn,joy,kalea,badang,harith,granger,ling,lukas,valentina,hilda,phoveus,zhuxin,faramis,hylos,luo yi,chip
413,13-Jun-2025,rrq,onic,1,onic,1.9.70,15,fanny,zhuxin,masha,chip,luo yi,hayabusa,baxia,kalea,harith,wanwan,pharsa,ling,hilda,valentina,lukas,gloo,phoveus,cici,gatotkaca,yve
414,13-Jun-2025,rrq,onic,2,onic,1.9.70,15,fanny,hayabusa,masha,chip,luo yi,zhuxin,baxia,pharsa,kalea,granger,valentina,irithel,lukas,joy,suyou,ling,cici,badang,yi sun-shin,alpha
415,13-Jun-2025,onic,rrq,3,rrq,1.9.70,15,lukas,fanny,zhuxin,baxia,chip,kalea,luo yi,hylos,joy,harith,ling,granger,gloo,hilda,chou,pharsa,selena,badang,phoveus,tigreal
416,13-Jun-2025,rrq,onic,4,onic,1.9.70,15,fanny,hayabusa,baxia,chip,harith,zhuxin,kalea,luo yi,badang,joy,selena,irithel,tigreal,phoveus,gloo,fredrinn,kaja,gatotkaca,granger,masha
417,14-Jun-2025,geek,rrq,1,geek,1.9.70,15,hayabusa,kalea,baxia,fanny,lukas,harith,joy,phoveus,zhuxin,wanwan,badang,granger,kimmy,tigreal,hanzo,fredrinn,ruby,luo yi,gloo,ling
418,14-Jun-2025,geek,rrq,2,rrq,1.9.70,15,hayabusa,fanny,lukas,kalea,baxia,joy,suyou,zhuxin,gatotkaca,harith,badang,wanwan,pharsa,gloo,luo yi,fredrinn,cici,kimmy,phoveus,alpha
419,14-Jun-2025,geek,rrq,3,rrq,1.9.70,15,hayabusa,fanny,lukas,joy,baxia,faramis,kalea,fredrinn,chip,harith,suyou,masha,x.borg,wanwan,uranus,granger,kimmy,zhuxin,terizla,karrie
420,14-Jun-2025,geek,rrq,4,rrq,1.9.70,15,lukas,fanny,baxia,joy,chip,kalea,badang,phoveus,harith,wanwan,fredrinn,pharsa,cici,hayabusa,masha,gatotkaca,hylos,luo yi,gloo,yi sun-shin
421,14-Jun-2025,geek,rrq,5,rrq,1.9.70,15,lukas,fanny,chip,joy,baxia,kalea,phoveus,pharsa,hylos,hayabusa,zhuxin,wanwan,irithel,franco,granger,tigreal,gloo,harith,chou,yi sun-shin
422,15-Jun-2025,rrq,onic,1,onic,1.9.70,15,fanny,chip,pharsa,zhuxin,yve,wanwan,luo yi,harith,kalea,baxia,moskov,gloo,lukas,hayabusa,yi sun-shin,ling,vexana,chip,terizla,lancelot
423,15-Jun-2025,onic,rrq,2,onic,1.9.70,15,lukas,fanny,chip,kalea,zhuxin,luo yi,pharsa,hayabusa,hylos,joy,badang,harith,gloo,tigreal,cici,hylos,yve,baxia,irithel,franco
424,15-Jun-2025,onic,rrq,3,rrq,1.9.70,15,lukas,fanny,chip,luo yi,wanwan,badang,pharsa,kalea,baxia,joy,irithel,harith,gloo,masha,cici,tigreal,valentina,khaleed,gatotkaca,phoveus
425,15-Jun-2025,rrq,ae,4,rrq,1.9.70,15,fanny,chip,badang,kalea,luo yi,baxia,pharsa,valentina,gatotkaca,granger,fredrinn,hayabusa,hilda,harith,masha,cici,gloo,tigreal,benedetta,irithel
426,15-Jun-2025,ae,onic,5,rrq,1.9.70,15,fanny,chip,badang,lukas,luo yi,yi sun-shin,kalea,pharsa,baxia,joy,granger,harith,zhuxin,cici,gloo,hayabusa,tigreal,yve,phoveus,ling
427,15-Jun-2025,rrq,onic,6,onic,1.9.70,15,fanny,luo yi,badang,kalea,luo yi,joy,baxia,chou,pharsa,granger,tigreal,wanwan,ling,cici,yi sun-shin,masha,gloo,valentina,benedetta,alpha
428,15-Jun-2025,rrq,onic,7,onic,1.9.70,15,fanny,chip,luo yi,joy,badang,kalea,baxia,pharsa,chou,yve,granger,cici,lukas,alpha,yi sun-shin,ling,claude,gatotkaca,hayabusa,suyou
